,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
107,107,107,107,107,1168347,743294776728924160,3249042484,negative,other,2016-06-16T04:10:59.000Z,"#fishingforleave #brexit #LabourLeave #LabourIn #euref #InOrOut 

Pretentious Twat Bob Geldof vs UK Fishermen
https://t.co/e8ZK30775J","['inorout', 'labourin', 'fishingforleave', 'euref', 'labourleave', 'brexit']"
108,108,108,108,108,1156815,743128422923284480,30059108,negative,leave,2016-06-15T17:09:57.000Z,Vote Leave #VoteLeave #fishingforleave #LeaveEU #LabourLeave #Brexit https://t.co/fJyl5GBHG8,"['leaveeu', 'brexit', 'fishingforleave', 'labourleave', 'voteleave']"
109,109,109,109,109,1254700,744200957504921600,31178944,neutral,leave,2016-06-18T16:11:49.000Z,#Brexit #VoteLeave #EURO2016 #EUref #EUreferendum #LeaveEU #fishingforleave #ukip #seashanties #seashanties  https://t.co/wVsKN7bGEh,"['leaveeu', 'euref', 'brexit', 'eureferendum', 'seashanties', 'fishingforleave', 'ukip', 'voteleave', 'euro2016']"
110,110,110,110,110,1156371,743125230860828672,3087093887,positive,leave,2016-06-15T16:57:16.000Z,100% Agree! #EUref #Brexit #Lexit #LeaveEU #VoteLeave #LabourLeave #flotilla #Thames #fishingforleave https://t.co/mUAD6z7xgx,"['leaveeu', 'lexit', 'euref', 'brexit', 'fishingforleave', 'thames', 'labourleave', 'voteleave', 'flotilla']"
111,111,111,111,111,1414508,745420829152940032,2814756798,neutral,leave,2016-06-22T00:59:09.000Z,The EU &amp; the Decline of UK Fishing Industry https://t.co/2dMtzOu5TC #FishingForLeave #VoteLeave #Lexit #Brexit,"['lexit', 'brexit', 'voteleave', 'fishingforleave']"
112,112,112,112,112,1412431,745422138119696384,2814756798,neutral,leave,2016-06-22T01:04:21.000Z,Fishermen chart course towards Brexit https://t.co/NUoQu8AJbz #FishingForLeave #VoteLeave #Lexit,"['lexit', 'voteleave', 'fishingforleave']"
113,113,113,113,113,1137928,743011958845235200,1931222966,neutral,leave,2016-06-15T09:27:10.000Z,Live video feed of the flotilla  #fishingforleave #voteleave #brexit #euref #london https://t.co/TG4uYX8g3k,"['london', 'voteleave', 'fishingforleave', 'euref', 'brexit']"
114,114,114,114,114,1193119,743418422432763904,2721267708,negative,leave,2016-06-16T12:22:18.000Z,"#Brexit Threatens To Topple World Government https://t.co/kG9kcFBTJF
#FishingForLeave #BobGeldof #Migrants #Islam #RegressiveLeft #Orlando","['migrants', 'orlando', 'bobgeldof', 'regressiveleft', 'brexit', 'islam', 'fishingforleave']"
115,115,115,115,115,1165474,743206450122588160,2781680974,neutral,leave,2016-06-15T22:20:00.000Z,"Sir ""bob'a'nob"" to rescue #Remain look even bigger fools now #VoteLeave #NigelFarage #fishingforleave #Brexit  https://t.co/s43nHBCdBX","['nigelfarage', 'brexit', 'fishingforleave', 'remain', 'voteleave']"
116,116,116,116,116,1146294,743055575840350208,2405096358,negative,other,2016-06-15T12:20:29.000Z,"#BobGeldoff supports #REMAIN and says ""Give us your fucking country""  #fishingforleave #Brexit #voteleave #EUref https://t.co/xyLzCzgerK","['remain', 'euref', 'voteleave', 'brexit', 'fishingforleave', 'bobgeldoff']"
117,117,117,117,117,1117322,742835934098554880,726410304,positive,leave,2016-06-14T21:47:42.000Z,#VoteLeave #Brexit #fishingforleave  #London #riverthames The uk fishing fleet is coming and they want OUT!!! https://t.co/SFGZvKNqmt,"['riverthames', 'brexit', 'fishingforleave', 'london', 'voteleave']"
118,118,118,118,118,2208435,746415473072431104,2292678794,neutral,leave,2016-06-24T18:51:31.000Z,Well we did it! What a day! Proud of all the fishermen involved in protest whether on land or sea #FishingForLeave #brexit #takebackcontrol,"['takebackcontrol', 'brexit', 'fishingforleave']"
119,119,119,119,119,1146530,743056966294110208,282577289,negative,other,2016-06-15T12:26:00.000Z,"What a total wanker, this ...

#Brexit #fishingforleave #flotilla #Thames","['thames', 'brexit', 'fishingforleave', 'flotilla']"
120,120,120,120,120,1147838,743065889638080512,95987075,neutral,other,2016-06-15T13:01:28.000Z,@Linda_b_123 #Geldof #Thames #fishingforleave People left Geldof's boat in disgust-with him&amp; tactics against our Nations Fishermen #Brexit,"['thames', 'brexit', 'geldof', 'fishingforleave']"
121,121,121,121,121,1162866,743176975553040384,369126127,neutral,other,2016-06-15T20:22:53.000Z,"Rematch! #BobGeldof &amp; #Brexit 500nm off the coast of the U.K. In winter, survive that # bobtheknob! #Thames #fishingforleave #uk #UKIP","['uk', 'bobgeldof', 'brexit', 'ukip', 'fishingforleave', 'thames']"
122,122,122,122,122,1136550,743035204604944384,31178944,positive,leave,2016-06-15T10:59:32.000Z,@Nigel_Farage Geldof is a champagne socialist. What a joke. #fishingforleave #brexit #VoteLeave,"['voteleave', 'fishingforleave', 'brexit']"
123,123,123,123,123,1274646,744477666888323072,129178047,positive,leave,2016-06-19T10:31:22.000Z,Jesus wept! #brexit #VoteLeave #fishingforleave  https://t.co/bUmCQUzvwQ,"['voteleave', 'fishingforleave', 'brexit']"
124,124,124,124,124,1144720,743076240307965952,31178944,negative,leave,2016-06-15T13:42:36.000Z,"@CollegeGnSpy @bazilyo strip him of his ""Sir"". Appalling behaviour.#fishingforleave #brexit #VoteLeave @Nigel_Farage @NickFerrariLBC","['voteleave', 'fishingforleave', 'brexit']"
125,125,125,125,125,1074653,742413571695448064,31178944,neutral,leave,2016-06-13T17:49:23.000Z,#fishingforleave #VoteLeave #brexit @Nigel_Farage @fishingforleave @BritSeaFishing @MrsLund1 #EUDebate Well done all https://t.co/Wmb0fTFtZ5,"['voteleave', 'fishingforleave', 'brexit', 'eudebate']"
126,126,126,126,126,1530101,753594011873603584,201376183,positive,other,2016-07-14T14:16:28.000Z,Hope @andrealeadsom uses tenacity she had for #Brexit to return British fishing waters back to British fishermen. #fishingforleave,"['brexit', 'fishingforleave']"
127,127,127,127,127,612418,747868894707257344,122151170,neutral,leave,2016-06-28T19:06:53.000Z,I'm sure that Brexit wasn't all my doing! #fishingforleave #eatmorefish #business https://t.co/JjGt2uzrPI,"['business', 'eatmorefish', 'fishingforleave']"
128,128,128,128,128,1438927,816760156893696000,220387693,neutral,other,2017-01-04T21:36:10.000Z,The subtitles don't work. Does anyone speak Tesco Value Brand? #Brexit #FishingforLeave https://t.co/xkKliYL9DH,"['fishingforleave', 'brexit']"
129,129,129,129,129,1457675,817399426402713600,220387693,neutral,leave,2017-01-06T15:56:24.000Z,@LapwingPD972 gotcha. Even more so after #Brexit #FishingforLeave,"['fishingforleave', 'brexit']"
130,130,130,130,130,1621999,866384166342078464,1905789708,negative,other,2017-05-21T20:04:16.000Z,"@TheScientistUK @fishingforleave @andrealeadsom Well done #FishingForLeave. You're absolutely right to be sceptical, we are hearing too many fine Brexit words and as yet no action.",['fishingforleave']
131,131,131,131,131,614940,836560748922953728,2252017892,neutral,other,2017-02-28T12:56:39.000Z,"#fishingforLeave: 
&gt; NHS 350m - escaped
&gt; simple Brexit- escaped 
&gt; Farage- caught by US ship.",['fishingforleave']
132,132,132,132,132,766563,976447190691405824,55568873,negative,leave,2018-03-21T13:15:26.000Z,@Nigel_Farage Gary has lots of money and does not give a flying f*** about the UK's declining industries and job losses.. As long as he's alright!? #fishingforleave #Brexit ☀️☀️☀️🇬🇧🇬🇧🇬🇧☀️☀️☀️,"['brexit', 'fishingforleave']"
133,133,133,133,133,906098,983104708138151936,282550312,negative,remain,2018-04-08T22:10:02.000Z,Fishermen of UK have been sold by the UK govt not the EU... #Brexit will not solve their woes .. it lies with Westminster...  #FishingForLeave https://t.co/qzSB9L19ZU,"['brexit', 'fishingforleave']"
134,134,134,134,134,903969,982991840688427008,419414119,positive,other,2018-04-08T14:41:32.000Z,Conwy fishermen showing support on a day of demonstrations to save the UK fishing industry #giveitback #FishingForLeave #Brexit @fishingforleave @NWPioneer @NewsNorthWales https://t.co/BV11MHMWq0,"['brexit', 'giveitback', 'fishingforleave']"
135,135,135,135,135,767360,976477353936375808,220043584,positive,remain,2018-03-21T15:15:17.000Z,"Rees-Smug. I like that.

#ReesMogg #Brexit #fishingforleave","['brexit', 'reesmogg', 'fishingforleave']"
136,136,136,136,136,898504,982647383031992320,190962362,positive,other,2018-04-07T15:52:47.000Z,"🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘
🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟🐟
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧

#FishFam - Please cheer them on ✊

#Brexit #Event #Sunday #BurningBoats #SaveBritainsFish #FishingForLeave ⬇️ https://t.co/sr67aRE6Fd","['burningboats', 'savebritainsfish', 'sunday', 'brexit', 'fishfam', 'event', 'fishingforleave']"
137,137,137,137,137,623333,970255461046980608,839840543916044160,negative,remain,2018-03-04T11:11:43.000Z,"This is the typical #Remain response to intelligent constructive factual conversation. #sad #insults 
 #Fishingforleave #Brexit https://t.co/yfidmVgkUm","['fishingforleave', 'sad', 'insults', 'brexit', 'remain']"
138,138,138,138,138,772334,976736110536806400,2170209896,neutral,other,2018-03-22T08:23:30.000Z,"Not entirely sure if she is one of those #Brexiters, but if she was one, that would certainly explain the fish slap sticking it back to the man. #NigelFarage #FishingForLeave #HMSBrexit #EU #Brexit #Fishing #WestminsterBridge #ExitFromBrexit  https://t.co/YHOnpctypX","['hmsbrexit', 'westminsterbridge', 'fishing', 'exitfrombrexit', 'eu', 'nigelfarage', 'brexit', 'brexiters', 'fishingforleave']"
139,139,139,139,139,902694,982935435654688768,190962362,positive,other,2018-04-08T10:57:24.000Z,"#Marr #Brexit #SundayMorning #ManchesterMarathon #SundayBrunch #amberrudd #LordAdonis #Fish #EU

#FishingForLeave #Event HAPPENING NOW &gt; @fishingforleave 
🆘Our fishing rights are at risk - Please Brits - cheer them on✊🆘 

🇬🇧🐟🇬🇧🐟🇬🇧🐟🇬🇧🐟🇬🇧🐟🇬🇧🐟🇬🇧🐟🇬🇧🐟🇬🇧🐟","['lordadonis', 'sundaymorning', 'brexit', 'amberrudd', 'event', 'marr', 'fishingforleave', 'eu', 'sundaybrunch', 'manchestermarathon', 'fish']"
140,140,140,140,140,903513,982970166135975936,836721050008313728,positive,other,2018-04-08T13:15:24.000Z,#FishingForLeave protest on the #Tyne in the city of #Newcastle. First pictures. Thanks to @MossadJack. Stop the Brexit 'transition' sell-out of the once lucrative #British #Fishing #Industry to continued EU control of our waters. #Brexit now. EU boats OUT of our waters. (#Fish) https://t.co/H1X7r5pdwS,"['newcastle', 'fishing', 'fish', 'brexit', 'tyne', 'industry', 'british', 'fishingforleave']"
141,141,141,141,141,748949,975803162631331840,2582547340,negative,remain,2018-03-19T18:36:18.000Z,@fishingforleave @oldbid45 @John2Win What a failure these Brexit negotiations have been! I thought @DavidDavisMP was the stand up guy for Brexit but I feel betrayed. Best outcome would be #nodeal #fishingforleave #JacobReesMogg,"['nodeal', 'jacobreesmogg', 'fishingforleave']"
142,142,142,142,142,954345,985993462091796480,234698050,positive,other,2018-04-16T21:28:54.000Z,"Justice League
Superman: Leave (Hack 📝 - Brexit’s good for the trade)
Batman: Remain (crime fighter = big Europol fan)
Flash: Remain (Freedom of Movement ⚡️👍)
Aquaman: Leave (#FishingForLeave #TakeBackOurFish)
Wonder Woman: Leave (Raised on a sheltered island paradise etc)","['takebackourfish', 'fishingforleave']"
143,143,143,143,143,764186,976384368288595968,413355878,neutral,other,2018-03-21T09:05:48.000Z,That #FishingForLeave flotilla in full for you. #brexit #thames https://t.co/035Ah1QVZS,"['thames', 'brexit', 'fishingforleave']"
144,144,144,144,144,766390,976441162885189632,20550442,neutral,other,2018-03-21T12:51:29.000Z,"#Petition:
Stop the #CommonFisheriesPolicy being adopted into #UKLaw post-#Brexit.
#FishingForLeave
@fishingforleave
https://t.co/R0zF5a21vy","['uklaw', 'commonfisheriespolicy', 'petition', 'brexit', 'fishingforleave']"
145,145,145,145,145,746408,1058321508655869952,25505244,negative,other,2018-11-02T11:34:44.000Z,"Just because they've taken the piss for 40 years doesn't mean they should be allowed to continue.
No access to British waters for EU fishermen!  #fishingforleave #brexit

Brexit: EU fishing row threatens to snag May’s customs union plan https://t.co/m4W1K2Ze69","['fishingforleave', 'brexit']"
146,146,146,146,146,746409,1058321508655869952,25505244,negative,other,2018-11-02T11:34:44.000Z,"Just because they've taken the piss for 40 years doesn't mean they should be allowed to continue.
No access to British waters for EU fishermen!  #fishingforleave #brexit

Brexit: EU fishing row threatens to snag May’s customs union plan https://t.co/m4W1K2Ze69","['fishingforleave', 'brexit']"
147,147,147,147,147,2297081,1071373077966073856,1027458519430131456,positive,other,2018-12-08T11:57:01.000Z,"Earn on Army Navy Game join us
🇺🇲 https://t.co/2gI2J4Qkmx
#SunDevils🤹🏼‍♂️ #Nevada #SeduceMenIn4Words😇🎄#Brexit #LeaveMeansLeave🥑#WTONow #LeaveEU🎁#FishingForLeave #emilia #travel😇#piedmont #italia #arena🐙#architecture #history https://t.co/udbo5v389s","['sundevils🤹🏼\u200d♂️', 'history', 'nevada', 'travel😇', 'brexit', 'piedmont', 'italia', 'seducemenin4words😇🎄', 'arena🐙', 'wtonow', 'architecture', 'fishingforleave', 'emilia', 'leaveeu🎁', 'leavemeansleave🥑']"
148,148,148,148,148,2359231,1072093466161750016,1097530975,positive,other,2018-12-10T11:39:35.000Z,"At least 10 super trawlers working the English Channel today, they have more quota than the 5000 uk boats, hows that right? #brexit #fishingforleave #theyllbenofishleft #bansupertrawlers","['theyllbenofishleft', 'bansupertrawlers', 'fishingforleave', 'brexit']"
149,149,149,149,149,2583012,1073646183787257856,3426181779,negative,other,2018-12-14T18:29:32.000Z,"Meet the Scots who can’t wait to finish Brexit and get out of the EU - and for good reason:- The rape of the seas, whilst our government was powerless, watching stocks decline and crash.
  https://t.co/kyMDDHEJPk
@fishingforleave #fishingforleave @Con_voice #con_voice #UKLabour","['uklabour', 'con_voice', 'fishingforleave']"
150,150,150,150,150,42557,1088076997614620672,1085903347658432256,positive,leave,2019-01-23T14:12:26.000Z,"I am 100% behind fisherman and #FishingForLeave! Agreement over using waters to fish after a #NoDeal #Brexit? Nope!

https://t.co/w0sKBW7OFA","['brexit?', 'nodeal', 'fishingforleave']"
151,151,151,151,151,504122,1111349823561711616,337239641,negative,other,2019-03-28T19:30:20.000Z,"So there's no confusion ahead of tomorrow's doubtless million-strong #brexit protest in London

Photo 1: #fishingforleave
Photo 2: #fishingforgirls https://t.co/sJ8nfeggOT","['fishingforgirls', 'fishingforleave', 'brexit']"
152,152,152,152,152,17751,1106556851494313984,47928526,neutral,other,2019-03-15T14:04:46.000Z,My @pa story from the #fishingforleave Brexit flotilla on the Tyne  https://t.co/RgkKXSRpB3,['fishingforleave']
153,153,153,153,153,1563768,1127841671197147136,760930990638456832,neutral,leave,2019-05-13T07:43:03.000Z,"@smartnotstupid have a think about this piece of patriotism;  the man who is f***ing up his fellow man but has to live away from the UK for 9 months of the year (for #money) https://t.co/4myAkfD7ij

@richardbranson #brexit #hypocrisy #quotas #fishingforleave #Wewantourfishback handsoffvenezuela https://t.co/7MDkiWnkAb","['hypocrisy', 'wewantourfishback', 'fishingforleave', 'quotas', 'brexit', 'money']"
154,154,154,154,154,52509,1107189468719648768,28189547,positive,other,2019-03-17T07:58:34.000Z,Total support for this show those politicians they cannot stop #brexit #fishingforleave #MarchToLeave #BrexitBetrayalMarch #WTOBrexit https://t.co/hTN1XmXFVc,"['wtobrexit', 'fishingforleave', 'brexitbetrayalmarch', 'brexit', 'marchtoleave']"
155,155,155,155,155,39362,1133353172699897856,3191417549,positive,leave,2019-05-28T12:43:47.000Z,"@ali__samson Yes, rallying UKIP to 'Save Brexit' (photo @hopenothate) helping UKIP and Farage, just weeks before #EUelections. Hoey also reunited with her and Farage's 2016 ally #FishingForLeave, revealed by @Channel4News to be linked to Far Right extremists StormFront https://t.co/F4lrOEhSrf https://t.co/KyQpvqYEuM","['fishingforleave', 'euelections']"
