,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
100,100,100,100,100,100,100,100,689987,732142460743364608,2959505489,positive,leave,2016-05-16T09:35:39.000Z,#UK #EU #BREXIT #REMAINERS #LEAVE #EU #Cameron &amp;EU Officials FAVORITE DANCE!  https://t.co/fpt9UH3uCP,"['eu', 'cameron', 'uk', 'leave', 'remainers', 'brexit']"
101,101,101,101,101,101,101,101,678406,731747321302687744,2959505489,negative,other,2016-05-15T07:25:31.000Z,#UK #EU #BREXIT  #LEAVE #REMAINERS  #CAMERON No British PM EVER HAD MORE LEVERAGE IN HISTORY! &amp; GOT LESS FOR  BRITS https://t.co/tjJOm0H2b2,"['eu', 'cameron', 'uk', 'leave', 'remainers', 'brexit']"
102,102,102,102,102,102,102,102,690023,732143148185587712,2959505489,neutral,leave,2016-05-16T09:38:23.000Z,#UK #EU #BREXIT #LEAVEEU #REMAINERS NEWS: Queen sent message to #Cameron today via unfortunate currier https://t.co/v8gc4fy9QG,"['eu', 'cameron', 'uk', 'leaveeu', 'remainers', 'brexit']"
103,103,103,103,103,103,103,103,941164,740130357064945664,1066376958,neutral,remain,2016-06-07T10:36:42.000Z,"@ConservativesIN @vote_leave but the #EU is iliberal and statist institution, even #remainers think that #Brexit #strongerin #euref #labour","['eu', 'euref', 'labour', 'remainers', 'strongerin', 'brexit']"
104,104,104,104,104,104,104,104,953768,740329755493433344,252846261,negative,leave,2016-06-07T23:49:03.000Z,"#Remainers if you would please, it's getting embarrassing now!! #VoteOUT #Brexit #ITVEURef #DavidCameron #Farage #EU https://t.co/k8OrCQH5qD","['eu', 'farage', 'davidcameron', 'remainers', 'voteout', 'itveuref', 'brexit']"
105,105,105,105,105,105,105,105,1052096,742083722988683264,22770385,positive,remain,2016-06-12T19:58:41.000Z,@itvnews bit like #Remainers - #HeadStuckinSand #EU Brexit only way.... @David_Cameron lies coming fast now!! @vote_leave,"['eu', 'headstuckinsand', 'remainers']"
106,106,106,106,106,106,106,106,790718,735802878665850880,26389147,neutral,other,2016-05-26T12:00:51.000Z,Questions about #migration for the #Leavers to ponder https://t.co/AhvWrghvEm #Brexit #ukimmigration #EU #Remainers,"['eu', 'leavers', 'migration', 'remainers', 'brexit', 'ukimmigration']"
107,107,107,107,107,107,107,107,1042547,741907816135462912,65978348,positive,other,2016-06-12T08:19:42.000Z,"#andrewmarr Everyone agrees #EU needs #reform, even #REMAINERS. chances are this will never happen, not to UK satisfaction. #BREXIT","['eu', 'reform', 'remainers', 'andrewmarr', 'brexit']"
108,108,108,108,108,108,108,108,654063,730815966511280128,89286004,neutral,other,2016-05-12T17:44:38.000Z,@bernerlap @Jamin2g Absolutely! Presumably Alan Johnson thinks #Remainers are somewhat lukewarm about the #EU then?#Brexit @vote_leave,"['eu', 'remainers']"
109,109,109,109,109,109,109,109,2416160,746686365350367232,1729631856,positive,leave,2016-06-25T12:47:56.000Z,"#Remainers: 
As is stands today, #EU freedom of movement still exists. 

UK will #Brexit. 
Done deal. 
Don't like it? 
You're free to move.","['eu', 'remainers', 'brexit']"
110,110,110,110,110,110,110,110,827810,737244422941900800,701866563268378624,neutral,leave,2016-05-30T11:29:02.000Z,Stay in #EU or it will collapse without the £50 million a day you send? Not sure that argument helps #Remainers. #BREXIT #BBC #UK #ITV #SKY,"['eu', 'sky', 'uk', 'itv', 'brexit', 'remainers', 'bbc']"
111,111,111,111,111,111,111,111,632966,729961471015260160,2959505489,negative,leave,2016-05-10T09:09:11.000Z,#UK #EU #BREXIT #REMAINERS #GERMANY Germany's continual threats to ALL EU Nations (&amp;history?)CONSIDER YOUR ALLYS https://t.co/X89P5Z5UWx,"['eu', 'uk', 'germany', 'remainers', 'brexit']"
112,112,112,112,112,112,112,112,677505,731714536806461440,2959505489,neutral,remain,2016-05-15T05:15:14.000Z,"#UK #EU #BREXIT #LEAVE #REMAINERS  ""HATE""Leader in EUROPE Promotes Racism+FALSE FACTS on Refugees-&gt;""CHOOSE U'r NEWS! https://t.co/fqyHS4rHyi","['eu', 'uk', 'leave', 'remainers', 'brexit']"
113,113,113,113,113,113,113,113,680600,731782337478967296,2959505489,negative,remain,2016-05-15T09:44:39.000Z,"#UK #EU #BREXIT #LEAVE #REMAINERS Despite fear-mongering..BRITISH FARMERS BACK ""BREXIT"" https://t.co/dQjbKh0PKC","['eu', 'uk', 'leave', 'remainers', 'brexit']"
114,114,114,114,114,114,114,114,677428,731707986872291328,2959505489,negative,leave,2016-05-15T04:49:13.000Z,#UK #EU #BREXIT #LEAVE #REMAINERS  5 MYTHS ABOUT REFUGEES.(Myths=started by groups w/otherl agendas+NOT FACTUAL) https://t.co/5rTf1uCOZT,"['eu', 'uk', 'leave', 'remainers', 'brexit']"
115,115,115,115,115,115,115,115,677830,731730429666054144,2959505489,negative,other,2016-05-15T06:18:23.000Z,"#UK #EU #BREXIT #LEAVE #REMAINERS Facts-""BREXIT""/OR/Refugees Migration Effect on Society-CHOOSE U'r NEWS!carefully https://t.co/Uti28TnoA8","['eu', 'uk', 'leave', 'remainers', 'brexit']"
116,116,116,116,116,116,116,116,708172,732821797465411584,296171890,positive,leave,2016-05-18T06:35:06.000Z,Could #Remainers please clarify The Queen's precise constitutional position in the #EU's target of a single European state? #Brexit #r4today,"[""eu's"", 'brexit', 'r4today', 'remainers']"
117,117,117,117,117,117,117,117,2451649,746735485003894784,421758257,negative,remain,2016-06-25T16:03:07.000Z,Sorry to interrupt #Remainers gloom but  tomorrow is #SpainElection could be coloured by #Brexit #EUbreakup  https://t.co/LZn8EKPt3Z,"['eubreakup', 'brexit', 'spainelection', 'remainers']"
118,118,118,118,118,118,118,118,1447080,745592518985809920,97764463,negative,leave,2016-06-22T12:21:23.000Z,.@RacingDaily Yup. A child could see this is going to happen. But #Remainers can't.... people are so foolish :( #EURef #Brexit #Lexit #TTIP,"['euref', 'lexit', 'ttip', 'remainers', 'brexit']"
119,119,119,119,119,119,119,119,1031495,741662392023650304,3824287155,negative,other,2016-06-11T16:04:28.000Z,"#remainers relying on status quo voters deluded, THE PEOPLE ARE SICK OF THE STATUS QUO. Our lives in ruins from EU decisions #euref #brexit","['euref', 'remainers', 'brexit']"
120,120,120,120,120,120,120,120,459095,719199117143076864,702112939579482112,negative,leave,2016-04-10T16:23:26.000Z,"@shikaka77 @scottishlabour @jeremycorbyn If U say so,but I'm very tired of #Labour and #remainers on here now. #Sovereignty #Brexit #EUxit","['euxit', 'remainers', 'labour', 'sovereignty', 'brexit']"
121,121,121,121,121,121,121,121,1164291,743191919015108608,28763877,negative,other,2016-06-15T21:22:15.000Z,Wonder how much Geldof got paid by the remain campaign to intimidate the fishermen today?  Shame on you #remainers. #Brexit #FarageFlotilla,"['farageflotilla', 'remainers', 'brexit']"
122,122,122,122,122,122,122,122,1390306,745266747880648704,46269550,negative,leave,2016-06-21T14:46:53.000Z,Don't KNOW if UK will be better off #InOrOut but I DO KNOW I won't be lectured by retarded #Remainers  calling me racist for wanting #Brexit,"['inorout', 'brexit', 'remainers']"
123,123,123,123,123,123,123,123,1139686,743020641268432896,2421190040,negative,remain,2016-06-15T10:01:40.000Z,What happens when you ask idiotic #Remainers like @QBToons to justify their arguments? #EUref #Brexit #ITRTG https://t.co/Nb3nUpsK0A,"['itrtg', 'brexit', 'euref', 'remainers']"
124,124,124,124,124,124,124,124,351972,710777027977199616,98583506,neutral,other,2016-03-18T10:37:03.000Z,Brilliant #brexit news: Gordon Is A Moron is going to 'help' the #remainers with a 'major intervention' A couple of million more for #leave!,"['leave', 'remainers', 'brexit']"
125,125,125,125,125,125,125,125,926178,739812371338780672,15736987,positive,other,2016-06-06T13:33:09.000Z,"#Brexit polls tilting towards #Leave? @SebastianEPayne takes a look and says: don't panic, #Remainers. Yet. https://t.co/KycIwAgdD6","['leave?', 'brexit', 'remainers']"
126,126,126,126,126,126,126,126,424294,716373881297174528,3422259011,positive,leave,2016-04-02T21:16:57.000Z,Funny how the #Remainers are funded by the ones who want control. #Brexit #LeaveEU  https://t.co/Wend8dU8Zd,"['leaveeu', 'brexit', 'remainers']"
127,127,127,127,127,127,127,127,1538062,745955130953113600,739907462,neutral,leave,2016-06-23T12:22:17.000Z,"#Remainers have walked up to older #LeaveEU people asked why we bother at our age?
Answer is, WE CARE.
And, WE CARE ABOUT OTHERS.
#Brexit","['leaveeu', 'brexit', 'remainers']"
128,128,128,128,128,128,128,128,2348480,746604437016297472,229109336,positive,leave,2016-06-25T07:22:23.000Z,#Brexit @LordAshcroft great little peek into the psyche of the #leavers versus that of the #remainers https://t.co/nMDiy9JlUY,"['leavers', 'brexit', 'remainers']"
129,129,129,129,129,129,129,129,1194765,743426706984341504,89286004,positive,leave,2016-06-16T12:55:13.000Z,"#Remainers Think about it. Would Leave really be so bad? Come on over,join the #Leavers, shape the future,think of the opportunities #Brexit","['leavers', 'brexit', 'remainers']"
130,130,130,130,130,130,130,130,2172206,746391901251706880,138168339,negative,leave,2016-06-24T17:17:51.000Z,"Looks like neither the #Remainers nor the #Leavers will get what they were promised.
What a fiasco. 
#Brexit https://t.co/GDN9cRrQOZ","['leavers', 'brexit', 'remainers']"
131,131,131,131,131,131,131,131,2331939,746582450533437440,3524889735,positive,leave,2016-06-25T05:55:01.000Z,#Remainers who want to #MoveTo #AnywherebutBritain. #AnythingToDeclare #Snatch #Brexit #LeaveWon #GetOverIt https://t.co/pGET6n3NHD,"['leavewon', 'brexit', 'getoverit', 'moveto', 'remainers', 'anythingtodeclare', 'anywherebutbritain', 'snatch']"
132,132,132,132,132,132,132,132,999198,741174542295568384,136261567,negative,other,2016-06-10T07:45:55.000Z,#Labour's @andyburnhammp makes same absurd claims as #Blair &amp; #Major about #Brexit fragmenting #UK. Utter nonsense from cowering #Remainers,"['major', 'blair', ""labour's"", 'remainers', 'uk', 'brexit']"
133,133,133,133,133,133,133,133,1250987,744126713769132032,961706424,positive,leave,2016-06-18T11:16:48.000Z,"#NigelFarage - #Remainers are panicked, #Brexit is winning

https://t.co/ZjReQonLKR","['nigelfarage', 'brexit', 'remainers']"
134,134,134,134,134,134,134,134,1433877,745548130146365440,961706424,positive,leave,2016-06-22T09:25:00.000Z,"#NigelFarage - #Remainers are panicked, #Brexit is winning

https://t.co/ZjReQoFmCp

#VoteLeave","['nigelfarage', 'brexit', 'voteleave', 'remainers']"
135,135,135,135,135,135,135,135,1353111,745055367953027072,961706424,positive,leave,2016-06-21T00:46:56.000Z,"#NigelFarage - #Remainers are panicked, #Brexit is winning

https://t.co/ZjReQonLKR

#VoteLeave","['nigelfarage', 'brexit', 'voteleave', 'remainers']"
136,136,136,136,136,136,136,136,540893,723568347971874816,20308222,neutral,other,2016-04-22T17:45:12.000Z,"Wonder if any #Remainers who thought #Obama wld swing the vote,just realised what #backofthequeue just did for #brexit 😂😃👏👏","['obama', 'backofthequeue', 'remainers', 'brexit']"
137,137,137,137,137,137,137,137,623395,729585241027973120,2419573110,neutral,leave,2016-05-09T08:14:11.000Z,#Remainers are 'a bunch of fruitcakes &amp; loonies'! #Brexit #LeaveEU #ProjectFear #DavidCameron #DejaVu https://t.co/vFTNbMuKZy,"['projectfear', 'davidcameron', 'dejavu', 'remainers', 'leaveeu', 'brexit']"
138,138,138,138,138,138,138,138,727459,733613401407148032,730742922686124032,neutral,leave,2016-05-20T11:00:39.000Z,"The EU is not democratic. Many #remainers admit this yet still want to #remain. For me, this is reason enough for #brexit end of. #VoteLeave","['remain', 'voteleave', 'remainers', 'brexit']"
139,139,139,139,139,139,139,139,1644316,746204824862023680,725286773073567744,negative,other,2016-06-24T04:54:28.000Z,"@ThomasEvansGB @guardian Thebitterness and nastiness from #Remainers is ironic,considering how much they criticised the character of Leavers",['remainers']
140,140,140,140,140,140,140,140,1367448,745172580995203072,25928003,neutral,other,2016-06-21T08:32:42.000Z,"I'm with the #Remainers ⚡️ “#Brexit: Everything you wanted to know” by @WSJ

https://t.co/N64nBIQIbX",['remainers']
141,141,141,141,141,141,141,141,744666,734368563654447104,725286773073567744,negative,remain,2016-05-22T13:01:24.000Z,"#remainers live in a dreamworld of denial, falsified figures, &amp; broken promises instead of acknowledging problems. https://t.co/6qbbZkF9od",['remainers']
142,142,142,142,142,142,142,142,1010028,741329963572465664,2289709292,negative,other,2016-06-10T18:03:31.000Z,"Here's one the #Remainers wont retweet !
only 1 economist out of 33 surveyed think Brexit main cause of UK problems https://t.co/696CcAb5VJ",['remainers']
143,143,143,143,143,143,143,143,1181061,743356222389161984,296387250,negative,other,2016-06-16T08:15:08.000Z,"@MSmithsonPB The #Remainers all believed Millenium bug would destroy the Earth.....#Brexit review evidence decide themselves, are'nt sheep.",['remainers']
144,144,144,144,144,144,144,144,785957,735619303567941632,725286773073567744,neutral,leave,2016-05-25T23:51:23.000Z,@andyo Obviously democracy way too complicated for you #remainers as well.,['remainers']
145,145,145,145,145,145,145,145,1883473,746263853009342464,174736178,negative,other,2016-06-24T08:49:02.000Z,Even I am surprised at how ungracious the #remainers are in defeat.  #brexit,"['remainers', 'brexit']"
146,146,146,146,146,146,146,146,1007764,741271365504913408,2189056412,neutral,leave,2016-06-10T14:10:40.000Z,@bbckamal @BBCBusiness @BBCNews its also thought that the #remainers in Westminster will do all they can 2 surpress the will of ppl #brexit,"['remainers', 'brexit']"
147,147,147,147,147,147,147,147,2373525,746635918006681600,113949047,positive,leave,2016-06-25T09:27:29.000Z,The irony of #brexit supporters now telling #remainers to be more optimistic...,"['remainers', 'brexit']"
148,148,148,148,148,148,148,148,1871269,746259312104742912,90837288,negative,other,2016-06-24T08:30:59.000Z,#brexit #remainers Sometimes you lose.  Suck it up and stop being babies.,"['remainers', 'brexit']"
149,149,149,149,149,149,149,149,790826,735805510423879680,2849651386,positive,leave,2016-05-26T12:11:18.000Z,"Dear #Remainers, on the contrary to what they want you to believe, #Brexit does NOT mean we will no longer be a 'European' country.","['remainers', 'brexit']"
150,150,150,150,150,150,150,150,1441155,745572946874372096,361529806,negative,leave,2016-06-22T11:03:37.000Z,"#Remainers, if you think you can change the EU then I beg you to think seriously. History reveals we r unable to change the club. #Brexit","['remainers', 'brexit']"
151,151,151,151,151,151,151,151,773791,735190625474220032,730863647896051712,positive,leave,2016-05-24T19:27:58.000Z,"#remainers are you prepared to say goodbye to the Queen,  NHS, freedom, voting, the armed forces and all our forefathers fought for? #brexit","['remainers', 'brexit']"
152,152,152,152,152,152,152,152,1883067,746263707609595904,2725413093,positive,other,2016-06-24T08:48:27.000Z,"Its hilarious to me that all #remainers are considering to move to Canada, didn't you want to stay in Europe? Move to Eu. #brexit","['remainers', 'brexit']"
153,153,153,153,153,153,153,153,1032540,741680097476907008,733207233736155008,positive,leave,2016-06-11T17:14:49.000Z,Duplicity at its best... #remainers recieve Honours not just a coincidence #brexit https://t.co/MVBNeekeRu,"['remainers', 'brexit']"
154,154,154,154,154,154,154,154,2408473,746676279420817408,597861456,negative,leave,2016-06-25T12:07:52.000Z,#remainers in general are a miserable negative bunch of sore losers. #brexit a democratic result Accept it get over it get on with it,"['remainers', 'brexit']"
155,155,155,155,155,155,155,155,1008488,741280136499200000,2189056412,negative,leave,2016-06-10T14:45:31.000Z,How many times UK political leaders lied 2 the electorate?This time they have no control just s/mongering by #remainers  r future #brexit!,"['remainers', 'brexit']"
156,156,156,156,156,156,156,156,2337157,746589238750224384,98583506,neutral,leave,2016-06-25T06:22:00.000Z,"So, #Remainers, tell me again how the EU is much more democratic than the UK...

17, 410,742 #Brexit votes.....","['remainers', 'brexit']"
157,157,157,157,157,157,157,157,373429,712258746509107200,123049081,neutral,leave,2016-03-22T12:44:52.000Z,"@allisonpearson 7/7 took place in a country outside of the Schengen area: The UK.

Helps #remainers see the darker side of #brexit","['remainers', 'brexit']"
158,158,158,158,158,158,158,158,1152089,743096560372879360,22478030,positive,leave,2016-06-15T15:03:20.000Z,"ICYMI: #Remainers, time to speak up &amp; get your voice heard. #Brexit =/= what's best for our country - tell ppl why  https://t.co/kP8htVIwac","['remainers', 'brexit']"
159,159,159,159,159,159,159,159,711378,732900340866121728,385390424,negative,remain,2016-05-18T11:47:12.000Z,"@55Massey @BBCNormanS 
Like wife beaters - EU #remainers are trying to make us afraid of taking decisions ourself.
Stop the eu abuse #brexit","['remainers', 'brexit']"
160,160,160,160,160,160,160,160,807085,736236637148053504,2189056412,positive,other,2016-05-27T16:44:27.000Z,@Hapoel4 @HackettTom he @Ed_Miliband is preparing a new edstone supporting the #remainers! &amp; we all know abt the apologies from Lab #brexit,"['remainers', 'brexit']"
161,161,161,161,161,161,161,161,2019076,746317255194066944,46511353,neutral,other,2016-06-24T12:21:14.000Z,"Am I the only one that is offended by Farage's comments that #brexit is for 'ordinary, fair and decent people'. So #remainers aren't?","['remainers', 'brexit']"
162,162,162,162,162,162,162,162,693098,732225669309026304,296387250,neutral,leave,2016-05-16T15:06:18.000Z,"@B_HQ Not getting it still, these #Remainers. UK cannot thrive while fettered to unwieldy, bureaucratic gravy train EU. #Brexit","['remainers', 'brexit']"
163,163,163,163,163,163,163,163,849738,737920983483469824,57730041,neutral,remain,2016-06-01T08:17:27.000Z,#brexit surprise surge? My 90 year old parents #Remainers until they filled out their postal vote. 'We just felt the UK should go it alone.',"['remainers', 'brexit']"
164,164,164,164,164,164,164,164,596997,727430416643272704,2645588238,negative,other,2016-05-03T09:31:40.000Z,After #BRexit it's essential that we PURGE Parliament of the vile &amp; sickening TREASON of all #BSE #Remainers. They CANNOT be trusted!,"['remainers', 'brexit', 'bse']"
165,165,165,165,165,165,165,165,1020644,741517075332648960,338317842,positive,leave,2016-06-11T06:27:02.000Z,"The more I read/hear about the antics of #Cameron &amp; his #Remainers, the more certain I am that we should vote #BREXIT.","['remainers', 'brexit', 'cameron']"
166,166,166,166,166,166,166,166,1660583,746183452861530112,1439410740,negative,other,2016-06-24T03:29:33.000Z,All the #smug #remainers #choking on the #bullshit. #brexit.,"['remainers', 'brexit', 'choking', 'bullshit', 'smug']"
167,167,167,167,167,167,167,167,828297,737259370887647232,97764463,neutral,leave,2016-05-30T12:28:26.000Z,".@tappylappy @DiligentTruth Of course! It's just self-evidently obvious - except to #Remainers, of course.... #EURef #Brexit #Lexit","['remainers', 'brexit', 'euref', 'lexit']"
168,168,168,168,168,168,168,168,1376985,745212025031245824,2189056412,positive,leave,2016-06-21T11:09:26.000Z,"@BBCBusiness interesting, https://t.co/2wZyhGmoEs can we get a response to the article? scaremongering by #remainers! #Brexit #TakeControl","['remainers', 'brexit', 'takecontrol']"
169,169,169,169,169,169,169,169,2189467,746403240057667584,62340354,positive,other,2016-06-24T18:02:54.000Z,"Why isn't there an UPPER age limit for such important referenda? Why? WHY? 
#brexit #remainers #sacrifiedyouth https://t.co/LFKksxUj9V","['remainers', 'sacrifiedyouth', 'brexit']"
170,170,170,170,170,170,170,170,992530,741023531702620160,861431089,positive,other,2016-06-09T21:45:52.000Z,When I talk to #remainers I always feel like #voteleave #brexit #EUref #ITVEURef https://t.co/wzrtLJWB5d,"['remainers', 'voteleave', 'brexit', 'euref', 'itveuref']"
171,171,171,171,171,171,171,171,2086486,746346333959823360,3307964926,neutral,remain,2016-06-24T14:16:47.000Z,I voted with my own mind - not #stupid as #remainers imply? #corbyn not responsible! 'Plebs' can think?  #revelation!! #brexit,"['revelation', 'remainers', 'stupid', 'corbyn', 'brexit']"
172,172,172,172,172,172,172,172,1042023,741902050636746752,2189056412,negative,leave,2016-06-12T07:56:47.000Z,@truemagic68 @David_Cameron 4 the over 75's so TV license fee is another con by #remainers to scare pensioners. #brexit #TakeControl,"['takecontrol', 'remainers', 'brexit']"
173,173,173,173,173,173,173,173,1249207,744107414207750144,2189056412,neutral,leave,2016-06-18T10:00:07.000Z,"its strange how #remainers dont remember certain stories, https://t.co/EyYsoB7Aae just 4 balance #brexit #TakeControl","['takecontrol', 'remainers', 'brexit']"
174,174,174,174,174,174,174,174,986814,740959369106427904,2189056412,neutral,leave,2016-06-09T17:30:54.000Z,"@George_Osborne those who want #brexit ""divisive'"" ! NO divisive is the lies &amp; s/mongering of #remainers it's time 2 #TakeControl &amp; #brexit","['takecontrol', 'remainers', 'brexit']"
175,175,175,175,175,175,175,175,1040955,741888748678434816,3064612666,neutral,leave,2016-06-12T07:03:55.000Z,Final confirmation of #Remainers #Treachery #VoteLeave #Brexit @David_Cameron needs to https://t.co/KUHsH5QeXm. https://t.co/QXTLadC3sx,"['treachery', 'voteleave', 'brexit', 'remainers']"
176,176,176,176,176,176,176,176,797176,735966121011077120,31750838,negative,leave,2016-05-26T22:49:31.000Z,Everything The #Remainers Say Is Convincing #VoteLeave #LeaveEU #Brexit @ScotlandTonight #Leave #EUreferendum #EUref https://t.co/hsFT3xlxTe,"['voteleave', 'leave', 'euref', 'remainers', 'leaveeu', 'brexit', 'eureferendum']"
177,177,177,177,177,177,177,177,1589469,746143591156809728,32626582,neutral,leave,2016-06-24T00:51:09.000Z,Plse the rest of the country blow the London #remainers out of the water #VoteLeave &amp; I'm a Londoner brexit can do this!!,"['voteleave', 'remainers']"
178,178,178,178,178,178,178,178,602783,727863726137876480,705649854723203072,neutral,leave,2016-05-04T14:13:30.000Z,For those #remainers who think there isn't a plan post #brexit https://t.co/l80qqkq6Nn #VoteLeave,"['voteleave', 'remainers', 'brexit']"
179,179,179,179,179,179,179,179,1489214,745762210421542912,15748766,negative,leave,2016-06-22T23:35:41.000Z,@DJPNZ @_johnhorn @LouiseMensch @David_Cameron #Brexit #VoteLeave #c4debate you remainers are running scared! #scared #remainers,"['voteleave', 'remainers', 'c4debate', 'scared', 'brexit']"
180,180,180,180,180,180,180,180,1259403,744239243086729216,3121253513,neutral,leave,2016-06-18T18:43:57.000Z,Can't believe how low the #remainers will go to get their #votes #VoteLeave #Brexit,"['votes', 'voteleave', 'brexit', 'remainers']"
181,181,181,181,181,181,181,181,1967629,763286941366362112,2689756046,positive,leave,2016-08-10T08:12:42.000Z,"#Leavers like HP, Iceland &amp; ITV, #Remainers prefer Instagram, easyJet &amp; the BBC... #Brexit #AllTheCliches https://t.co/Ia7Flgtzx8","['allthecliches', 'leavers', 'brexit', 'remainers']"
182,182,182,182,182,182,182,182,1129716,750092631598858240,2447038212,negative,leave,2016-07-04T22:23:14.000Z,#Brexit voter of #Asian descent blasts #Remainers accusing half the country of being #racist https://t.co/V0O6gE3VSx #Remainers are #racists,"['asian', 'racists', 'remainers', 'racist', 'brexit']"
183,183,183,183,183,183,183,183,1619679,755154986762371072,34230483,positive,other,2016-07-18T21:39:13.000Z,Germany’s Largest Bank Says Massive UK Growth After #Brexit #BBC &amp; #Remainers Silent https://t.co/nqIE06qYgP via @BreitbartNews RT,"['bbc', 'brexit', 'remainers']"
184,184,184,184,184,184,184,184,2176325,770956932811264000,372805464,negative,other,2016-08-31T12:10:31.000Z,"... Erm, why should #Remainers have planned for post-Brexit?? #BBC reporter outside #Chequers is biased &amp; wrong #bbcnews","['bbc', 'chequers', 'remainers', 'bbcnews']"
185,185,185,185,185,185,185,185,1718353,756547363251097600,1394765683,negative,other,2016-07-22T17:52:02.000Z,I wonder when #bbcnews is coming to Scotland for a vox pop on our views on #brexit ? Beginning to think u don't want to hear from #remainers,"['bbcnews', 'remainers', 'brexit']"
186,186,186,186,186,186,186,186,2014976,765198909518016512,2189056412,negative,leave,2016-08-15T14:50:11.000Z,"FTSE pushing closer to 7k, #remainers told the nation wld collapse, #brexit means certainty, control of UK laws, end of FoM! #believe in UK!","['believe', 'remainers', 'brexit']"
187,187,187,187,187,187,187,187,1864521,760051340932423680,1633219142,negative,other,2016-08-01T09:55:35.000Z,"""WE WANT OUR #COUNTRY #BACK""
OVER 17 MILLION voted for #BREXIT
The #SMUG #REMAINERS label them as IGNORANT RACISTS
#PATRONISING #BIGOTS","['bigots', 'patronising', 'back""', 'country', 'remainers', 'smug', 'brexit']"
188,188,188,188,188,188,188,188,2201261,771608235438579712,19644086,negative,other,2016-09-02T07:18:33.000Z,"https://t.co/mZIFaEwVgL…   #Remainers who backed corrupt EU, who stole ppls rights.    #Borisjohnson  #Brexit https://t.co/IPeAwT8kst","['borisjohnson', 'brexit', 'remainers']"
189,189,189,189,189,189,189,189,1436264,752734563709886464,1387105728,positive,other,2016-07-12T05:21:19.000Z,FTSE 100 reaches an 11 month high overnight - how are #Remainers going to spin this one???  #Brexit #52%,"['brexit', '52%', 'remainers']"
190,190,190,190,190,190,190,190,2262981,773119300240637952,105822985,positive,other,2016-09-06T11:22:59.000Z,@CarolineLucas like all #Remainers when actually pushed on #Brexit is just hot air #bbcdp,"['brexit', 'bbcdp', 'remainers']"
191,191,191,191,191,191,191,191,2442005,778847715136528384,4887463821,positive,other,2016-09-22T06:45:40.000Z,"what will #remainers say now
EU loving #BBCNEWS will say car sales in August at highest level for 14 years despite #Brexit https://t.co/Vrd3JPEfz5","['brexit', 'bbcnews', 'remainers']"
192,192,192,192,192,192,192,192,1424840,752557602249273344,732836972696358912,positive,leave,2016-07-11T17:38:08.000Z,@Mike_Fabricant @TheresaMay2016 She means #BREXIT means #Brexit as she defines it - not the 17.4m. We are not brainwashed like #remainers,"['brexit', 'brexit', 'remainers']"
193,193,193,193,193,193,193,193,1826433,758667761598029824,3909177442,positive,other,2016-07-28T14:17:44.000Z,"@adamjlent Telegraph particularly prone to this, despite #Remainers arguably being more positive &amp; proactive since #Brexit than #Brexiters","['brexit', 'brexiters', 'remainers']"
194,194,194,194,194,194,194,194,2371147,776333386440900608,621763601,negative,other,2016-09-15T08:14:37.000Z,#Remainers say that parliament is the ultimate power over #Brexit. They miss the point as #Brussels has been the ultimate power for decades.,"['brexit', 'brussels', 'remainers']"
195,195,195,195,195,195,195,195,1029554,749578414336737280,37489774,negative,other,2016-07-03T12:19:55.000Z,"Tbh I voted #Brexit. However, having experienced the #remainers futile #bullying on Twitter I'm glad I did #ironic https://t.co/idVaG0eDG8","['brexit', 'bullying', 'remainers', 'ironic']"
196,196,196,196,196,196,196,196,77451,746951140571484160,2223357936,negative,other,2016-06-26T06:20:04.000Z,Let's see who are racists &amp; bigots if #Calais migrants are allowed by #French to travel here following #Brexit. Bet #Remainers moan loudest,"['brexit', 'calais', 'remainers', 'french']"
197,197,197,197,197,197,197,197,1830465,758765162514026496,298651530,neutral,leave,2016-07-28T20:44:46.000Z,I'd say #cbbjames won't be around long on the grounds that the people who vote on #CBBUK are young and statistically #Remainers #Brexit ?,"['brexit', 'cbbjames', 'cbbuk', 'remainers']"
198,198,198,198,198,198,198,198,1225019,750636834250756096,1105821734,neutral,other,2016-07-06T10:25:42.000Z,"Rumours that #Remainers are campaigning for #Chilcot to oversee #Brexit are, as yet, unsubstantiated","['brexit', 'chilcot', 'remainers']"
199,199,199,199,199,199,199,199,1142949,750218314442481664,2223357936,positive,other,2016-07-05T06:42:39.000Z,"Rumoured that #Remainers want Sir John #Chilcot to lead #Brexit negotiations, with a target completion date of 2045","['brexit', 'chilcot', 'remainers']"
