,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
116,116,116,116,116,116,116,2197778,746408579515617280,2266197685,neutral,other,2016-06-24T18:24:07.000Z,"Is this the world's most punchable face?! I vote YES.

#Brexit #NigelFarage #BrexitVote #brexitfail #UKreferendum https://t.co/G6tqseNUyR","['brexitfail', 'brexit', 'nigelfarage', 'brexitvote', 'ukreferendum']"
117,117,117,117,117,117,117,2379593,746642828802068480,3313292488,positive,remain,2016-06-25T09:54:56.000Z,Please sign the #Petition !!! #Brexit #brexitfail @ProfBrianCox https://t.co/7U7fgTbQmi,"['brexitfail', 'brexit', 'petition']"
118,118,118,118,118,118,118,2085522,746345934548770816,2247122287,neutral,remain,2016-06-24T14:15:11.000Z,Spot on @Trevornoah but apparently prefers 'every man is an island' as its MO #WhatHaveWeDone #Brexit #brexitfail https://t.co/qqWKnu7fC0,"['brexitfail', 'brexit', 'whathavewedone']"
119,119,119,119,119,119,119,772421,735148869550505984,18671601,positive,remain,2016-05-24T16:42:03.000Z,"Oh dear #Brexit.This is not going well. 2 acts have now pulled out of this bash. Next please....lol

#Brexitfail 

https://t.co/2gTZclmGuD","['brexitfail', 'brexit.this']"
120,120,120,120,120,120,120,2382160,746675695045091328,17984049,neutral,other,2016-06-25T12:05:32.000Z,Old white men rule OK? #BrexitInFiveWords #Brexit #brexitfail https://t.co/1md6gVRB2s,"['brexitfail', 'brexitinfivewords', 'brexit']"
121,121,121,121,121,121,121,2376657,746639424012816384,95409411,positive,leave,2016-06-25T09:41:25.000Z,EU has now 1 GB free space now #Brexit #brexitfail #BrexitVote #BrexitInFiveWords,"['brexitfail', 'brexitinfivewords', 'brexit', 'brexitvote']"
122,122,122,122,122,122,122,2448298,746730757415116800,2201170792,positive,other,2016-06-25T15:44:20.000Z,"Best photo manipulation post #Brexit. 
#Spain #BrexitVote #brexitfail #BrexitInFiveWords https://t.co/ZfzY3oUenB","['brexitfail', 'brexitinfivewords', 'spain', 'brexitvote', 'brexit']"
123,123,123,123,123,123,123,2070579,746339279870230528,93877407,negative,remain,2016-06-24T13:48:45.000Z,Democracy is a very risky concession #Brexit #BrexitOrNot #Bremain #brexitfail,"['brexitfail', 'brexitornot', 'brexit', 'bremain']"
124,124,124,124,124,124,124,2110587,746357790344515584,121980463,negative,leave,2016-06-24T15:02:18.000Z,"God damn it, Britain. What are you? Texas?

#Brexit #Bremain #BrexitOrNot #brexitfail","['brexitfail', 'brexitornot', 'brexit', 'bremain']"
125,125,125,125,125,125,125,2279744,746482856168407040,746473983457951744,neutral,remain,2016-06-24T23:19:16.000Z,What do you think about #BrexitVote #Brexit #BrexitOrNot #brexitfail ? https://t.co/eCSf8hqdLF,"['brexitfail', 'brexitornot', 'brexit', 'brexitvote']"
126,126,126,126,126,126,126,2361668,746621430243069952,2946597968,neutral,remain,2016-06-25T08:29:55.000Z,"Brexit Old generation pummeled younger generation pitch to 'Remain'
https://t.co/b7O2mlgLw5
#Brexit #BrexitVote #BrexitOrNot #brexitfail","['brexitfail', 'brexitornot', 'brexit', 'brexitvote']"
127,127,127,127,127,127,127,2150632,746378963006668800,746328306283315200,neutral,other,2016-06-24T16:26:26.000Z,"Nigel Farage: 'When I talked about giving 350M£ to NHS, I meant _N_igel's _H_ot _S_ausageshop' #brexit #brexitfail #brexitremorse","['brexitfail', 'brexitremorse', 'brexit']"
128,128,128,128,128,128,128,2078192,746342629110063104,34016235,neutral,remain,2016-06-24T14:02:03.000Z,Checking out Britain's markets right now #brexit #BrexitVote #brexitfail https://t.co/LvLYN9vu15,"['brexitfail', 'brexitvote', 'brexit']"
129,129,129,129,129,129,129,2294653,746508964641177600,46202175,negative,remain,2016-06-25T01:03:01.000Z,"Is this the final stages, the last gasp in the collapse of the British Empire? #BrexitVote #brexit #brexitfail","['brexitfail', 'brexitvote', 'brexit']"
130,130,130,130,130,130,130,2099029,746352291339509760,361415991,negative,remain,2016-06-24T14:40:27.000Z,The leave campaign has now fucked more British children than Jimmy Saville and Rolph Harris put together! #Brexit #brexitfail #comeback,"['brexitfail', 'comeback', 'brexit']"
131,131,131,131,131,131,131,2117422,746361001008734208,707301210634608640,neutral,remain,2016-06-24T15:15:04.000Z,Even my #dog can't believe the #Brexit result. MY DOG. #DogsAgainstBrexit #brexitfail https://t.co/edp4KbNusV,"['brexitfail', 'dogsagainstbrexit', 'brexit', 'dog']"
132,132,132,132,132,132,132,2295193,746510007999467520,51048345,negative,remain,2016-06-25T01:07:10.000Z,"I's gonna say leave #EU voters would regret it in years to come. Then I realised, most would not make it to then #Brexit #brexitfail","['brexitfail', 'eu', 'brexit']"
133,133,133,133,133,133,133,2293768,746507171035119616,3041223985,positive,other,2016-06-25T00:55:53.000Z,"Wow, now that's a #win #win 👍
For the #EU 🏤
#Brexit
#brexitfail https://t.co/h7h4K3jmr9","['brexitfail', 'eu', 'brexit', 'win']"
134,134,134,134,134,134,134,682591,731833615747846144,501139438,negative,remain,2016-05-15T13:08:25.000Z,"Ryanair (which is Irish, i.e. in the #EU ) would cut investment in UK if it leaves EU. #Brexit-fail #StrongerIn 
 https://t.co/4E6cj8owbm","['brexitfail', 'eu', 'strongerin']"
135,135,135,135,135,135,135,1977811,746300728319283200,4483534995,negative,remain,2016-06-24T11:15:33.000Z,so sad :( #EURefResults #brexitfail #brexit https://t.co/Cw7jyIV4Jm,"['brexitfail', 'eurefresults', 'brexit']"
136,136,136,136,136,136,136,1903525,746271271546040320,1899214489,positive,other,2016-06-24T09:18:30.000Z,Welcome to your next Prime Minister England. Well done. #Brexit #brexitfail #Boris #EURef #EURefResults #willregret https://t.co/9NzMn8Zf6s,"['brexitfail', 'eurefresults', 'brexit', 'boris', 'euref', 'willregret']"
137,137,137,137,137,137,137,2297513,746515006724833280,1564806152,positive,remain,2016-06-25T01:27:01.000Z,#female #Brits wanted in #mexicocity please ... you are welcome any time! #Brexit #brexitfail,"['brexitfail', 'female', 'brits', 'brexit', 'mexicocity']"
138,138,138,138,138,138,138,1918933,746277152669245440,52003080,negative,remain,2016-06-24T09:41:53.000Z,And the vultures arrive to not yet cold carcass #Brexit #brexitfail  https://t.co/PgFEIID0Tf #jackass https://t.co/kse6yRAYrp,"['brexitfail', 'jackass', 'brexit']"
139,139,139,139,139,139,139,2425197,746697806002327552,17984049,negative,other,2016-06-25T13:33:24.000Z,Breaking up is so hard to do. #Brexit #EUref #letsbefriends #brexitfail https://t.co/o4Hxw6ahKj,"['brexitfail', 'letsbefriends', 'brexit', 'euref']"
140,140,140,140,140,140,140,2440678,746719618732003328,58769811,positive,other,2016-06-25T15:00:05.000Z,Bregret and Breconsider.  Breal life brequires brethinking of breckless bresolutions #brexit #brexitfail #hoping #ohgetoffit,"['brexitfail', 'ohgetoffit', 'hoping', 'brexit']"
141,141,141,141,141,141,141,2218562,746422576730284032,123532694,neutral,remain,2016-06-24T19:19:44.000Z,EU referendum: UK science wakes up to new future https://t.co/sQXEODjnyH #Brexit #BrexitVote #brexitfail #science https://t.co/vvKLAqrNDI,"['brexitfail', 'science', 'brexit', 'brexitvote']"
142,142,142,142,142,142,142,1966521,746296187293097984,15640277,negative,leave,2016-06-24T10:57:31.000Z,"News just in ...Australia votes to leave the AU, set to become 'stralia. #Brexit #brexitfail #straya","['brexitfail', 'straya', 'brexit']"
143,143,143,143,143,143,143,2296767,746513454710743040,19239564,neutral,remain,2016-06-25T01:20:51.000Z,The #Brits have been #Trumped #Brexit #brexitfail #Trump,"['brexitfail', 'trumped', 'brits', 'brexit', 'trump']"
144,144,144,144,144,144,144,2080923,746343811421462528,556113082,neutral,other,2016-06-24T14:06:45.000Z,"The face you make when brexit screws with your money https://t.co/o2NfBFzoXj

#brexit #brexitfail #UK","['brexitfail', 'uk', 'brexit']"
145,145,145,145,145,145,145,2096084,746350882237853696,312733927,neutral,other,2016-06-24T14:34:51.000Z,"Senior Research Analyst, Jackie Rondini, speaks on the Brexit Update - https://t.co/bojTGvBrDm #Brexit #brexitfail #BREXITUS #UKbreakup","['brexitfail', 'ukbreakup', 'brexit', 'brexitus']"
146,146,146,146,146,146,146,2163514,746386639849664512,46935992,negative,leave,2016-06-24T16:56:56.000Z,#UKIP is using June 23 as Independence Day. Seriously? All this trouble just to have your own 4th of July? #Brexit #brexitfail,"['brexitfail', 'ukip', 'brexit']"
147,147,147,147,147,147,147,2314028,746551999051640832,4528451482,neutral,other,2016-06-25T03:54:01.000Z,UK Millennials are the hardest hit by Brexit. The Gen.Divide has now become flaming impasse. Sadness. 🔥😢 #UKMillennials #Brexit #brexitfail,"['brexitfail', 'ukmillennials', 'brexit']"
148,148,148,148,148,148,148,2361461,746621125266915328,27622800,negative,leave,2016-06-25T08:28:42.000Z,Here's to Britain turning into Game of Thrones. Let the fight begin! #WinterIsComing #Brexit #brexitfail https://t.co/BfDVb32WmY,"['brexitfail', 'winteriscoming', 'brexit']"
149,149,149,149,149,149,149,2273068,746473939153592320,744331177998360448,negative,other,2016-06-24T22:43:50.000Z,@midnight Salty tears and Immediate regret #BrexitIn5Words #Brexit #BrexitVote #brexitfail,"['brexitin5words', 'brexit', 'brexitvote', 'brexitfail']"
150,150,150,150,150,150,150,2386433,746650081730904064,14069199,negative,leave,2016-06-25T10:23:46.000Z,Brexit - #Britain Votes to Leave #EU. by Kyr #BrexitIn5Words #Brexit #BrexitFallout #BrexitVote #brexitfail https://t.co/v56SD70TRz,"['brexitin5words', 'brexitfail', 'brexit', 'brexitfallout', 'eu', 'britain', 'brexitvote']"
151,151,151,151,151,151,151,2340612,746624369066127360,51276630,neutral,remain,2016-06-25T08:41:35.000Z,Brexit — Why British science and medicine will suffer: https://t.co/CkQrIOWlci #BrexitVote #BrexitOrNot #brexitfail #BrexitInFiveWords,"['brexitinfivewords', 'brexitornot', 'brexitfail', 'brexitvote']"
152,152,152,152,152,152,152,2428244,746702137292271616,17984049,neutral,remain,2016-06-25T13:50:37.000Z,"OAPs mega #brexitfail of young Brits future &amp; opportunities. Sad old buggers.

#Brexit #BrexitOrNot https://t.co/vPmU5UgRAn","['brexitornot', 'brexit', 'brexitfail']"
153,153,153,153,153,153,153,2084736,746345601474887680,79574702,neutral,remain,2016-06-24T14:13:52.000Z,"#BRexit is a reminder of what the Bible mentioned 2600 years ago Daniel 2:41-43
#BrexitOrNot #brexitfail #BrexitVote https://t.co/kpoXyKPIzC","['brexitornot', 'brexit', 'brexitfail', 'brexitvote']"
154,154,154,154,154,154,154,2278043,746480365951401984,20242393,negative,remain,2016-06-24T23:09:22.000Z,"@markanada This is your worst nightmare! Now, everyone's saying it #Brexit #BrexitVote #BrexitOrNot  #brexitfail #BrexitTheNewBrangelina","['brexitornot', 'brexitfail', 'brexit', 'brexitthenewbrangelina', 'brexitvote']"
155,155,155,155,155,155,155,2443400,746723532403523584,13128922,negative,remain,2016-06-25T15:15:38.000Z,"I've updated my #brexitvote storify. Painful
 #brexitfail #brexitdisaster
https://t.co/b2Jr9j7Tpe
#brexit","['brexitvote', 'brexit', 'brexitfail', 'brexitdisaster']"
156,156,156,156,156,156,156,2199366,746409699524886528,741972614315450240,positive,remain,2016-06-24T18:28:34.000Z,I wish there was bacon. #brexitvote #brexit #WhatHaveWeDone #Bremain #brexitfail https://t.co/Oz28zP5RyN,"['brexitvote', 'brexitfail', 'bremain', 'brexit', 'whathavewedone']"
157,157,157,157,157,157,157,2115800,746360218515169280,989790349,neutral,other,2016-06-24T15:11:57.000Z,'The Storm on the Sea of Europe' #Brexit #brexitvote #vote #storm #brexitfail https://t.co/Mc7bqzIs1w,"['brexitvote', 'brexitfail', 'vote', 'brexit', 'storm']"
158,158,158,158,158,158,158,2097327,746351522615787520,1427733510,positive,other,2016-06-24T14:37:24.000Z,#Davidcameron painting please RT https://t.co/480pJ5AdhG #DavidCameronResigns #Cameron #CameronResigns #CameronOut #brexit #brexitfail,"['cameron', 'brexitfail', 'cameronout', 'davidcameronresigns', 'brexit', 'cameronresigns', 'davidcameron']"
159,159,159,159,159,159,159,944312,740174995016585216,374193835,positive,leave,2016-06-07T13:34:05.000Z,"#Brexit #Fudge scare reaches Italy! #Brexitfail. Best chocs Swiss,Switzerland not in EU #Chocolate rules the world! https://t.co/BRHNezyptp","['chocolate', 'brexitfail', 'brexit', 'fudge']"
160,160,160,160,160,160,160,2178794,746396085745295360,314449627,neutral,other,2016-06-24T17:34:28.000Z,"Premature celebratory email from Ryan Air, sent just after midnight. #CRMfail #Brexit #brexitfail https://t.co/p4Gfoc6Byr","['crmfail', 'brexitfail', 'brexit']"
161,161,161,161,161,161,161,2280243,746483629489008640,25264301,negative,remain,2016-06-24T23:22:20.000Z,David Cameron is like if Machiavelli was a complete dumbass. #BrexitOrNot #DavidCameronResigns #brexitfail #Brexit #DavidCameron #BrexitVote,"['davidcameron', 'brexitornot', 'brexitfail', 'brexit', 'davidcameronresigns', 'brexitvote']"
162,162,162,162,162,162,162,2116282,746360432852537344,62412384,negative,other,2016-06-24T15:12:48.000Z,"I just woke up in LA and saw the news... For the first time ever, I am truly embarrassed to be British. #disgrace #Brexit #brexitfail","['disgrace', 'brexitfail', 'brexit']"
163,163,163,163,163,163,163,2437660,746714965101412352,24146182,neutral,remain,2016-06-25T14:41:35.000Z,The inventors of divide and rule are both divided and unruled now. #Brexit #brexitfail #BrexitVote #donttrustthedouches,"['donttrustthedouches', 'brexitfail', 'brexit', 'brexitvote']"
164,164,164,164,164,164,164,1953841,746290976679936000,366738969,positive,other,2016-06-24T10:36:48.000Z,say goodbye to the United Kingdom; Northern Ireland is next #brexitfail #Brexit #EURef  https://t.co/tQ8DecJxgE,"['euref', 'brexit', 'brexitfail']"
165,165,165,165,165,165,165,1985931,746303931119247360,17750005,neutral,remain,2016-06-24T11:28:17.000Z,Remember the hand-wringing over the possibility of Grexit a few years back? Seems kinda quaint now. #brexit #brexitfail #EURef,"['euref', 'brexitfail', 'brexit']"
166,166,166,166,166,166,166,2279005,746481829167902720,246664560,negative,other,2016-06-24T23:15:11.000Z,Will this be the last #EURO2016 for @England and no more @BarclaysFooty clubs in @EuropaLeague @ChampionsLeague ?? #Brexit #brexitfail #UK,"['euro2016', 'brexit', 'uk', 'brexitfail']"
167,167,167,167,167,167,167,2206155,746413955090833408,40972764,negative,remain,2016-06-24T18:45:29.000Z,Time to say goodbye to 'United' Kingdom  - such a sad day #Brexit #BrexitFail #FearAndLoathingInTheUK https://t.co/uvWZ8W0rNn,"['fearandloathingintheuk', 'brexit', 'brexitfail']"
168,168,168,168,168,168,168,2423441,746695662209798144,2619634331,positive,other,2016-06-25T13:24:53.000Z,"I must admit, #GreatBritain hasn't been this interesting since Top Gear. #Brexit #brexitfail","['greatbritain', 'brexit', 'brexitfail']"
169,169,169,169,169,169,169,2166991,746388821978288128,708185908416098304,neutral,other,2016-06-24T17:05:37.000Z,"Will #Brexit really impact #Indians in #realestate #markets? #BrexitVote #BrexitOrNot #brexitfail #UKDecides #UKref 
https://t.co/WIrzJcNU6W","['markets?', 'brexitornot', 'brexitfail', 'ukref', 'brexit', 'ukdecides', 'indians', 'realestate', 'brexitvote']"
170,170,170,170,170,170,170,2420546,746722040875356160,1928113369,neutral,other,2016-06-25T15:09:42.000Z,Britons seek to 'move to Canada' after Brexit vote https://t.co/nQJMzTBfmj #ImMovingtoCanada #OCanada #brexitfail,"['ocanada', 'immovingtocanada', 'brexitfail']"
171,171,171,171,171,171,171,2052432,746331488162045952,52007144,negative,remain,2016-06-24T13:17:47.000Z,No man is an island unless you are the UK in which case you are. And you're an idiot. #brexitfail #brexit #Remain,"['remain', 'brexitfail', 'brexit']"
172,172,172,172,172,172,172,2010332,746313698671747072,155295897,neutral,remain,2016-06-24T12:07:06.000Z,Petition for second EU referendum. #Brexit #EUref #EURefResults #brexitfail #Remain #referendum https://t.co/OfJr9pNNhg,"['remain', 'brexitfail', 'eurefresults', 'referendum', 'brexit', 'euref']"
173,173,173,173,173,173,173,2356862,746615260539461632,1574622463,positive,other,2016-06-25T08:05:24.000Z,"Hey #UK, glad you're so well informed about #EU when you decided to #Brexit https://t.co/8BfG7Wsalo #BrexitVote #roc #brexitfail #infosec","['roc', 'infosec', 'brexitfail', 'brexit', 'eu', 'uk', 'brexitvote']"
174,174,174,174,174,174,174,2339721,746592816508375040,44593316,positive,other,2016-06-25T06:36:13.000Z,"Bye bye #Britain ✌
Hello and welcome #Scotland , #Ireland  and #London 🤗👍😍
#brexitfail #Brexit #ScotLond #EUref","['scotlond', 'brexitfail', 'london', 'brexit', 'scotland', 'ireland', 'britain', 'euref']"
175,175,175,175,175,175,175,2408337,746676100122746880,3291839506,neutral,remain,2016-06-25T12:07:09.000Z,Our fridge is more European than our passports... #brexit #brexitfail #RemainINEU #remain #LoveWins #ScotLond https://t.co/cWbA2WwXXZ,"['scotlond', 'brexitfail', 'remain', 'lovewins', 'brexit', 'remainineu']"
176,176,176,176,176,176,176,2338773,746621652570611712,725681570699436032,positive,remain,2016-06-25T08:30:48.000Z,Thinkin' about the good old days before the UK voted for Brexit. #Brexitfail #StrongerTogether https://t.co/cZM6AECbH7,"['strongertogether', 'brexitfail']"
177,177,177,177,177,177,177,2008034,746312736259346432,710843909644165120,neutral,remain,2016-06-24T12:03:16.000Z,Think there may be a certain amount of tension about between Boris &amp; Gove #ThatsAnotherFineMessYouveGotMeIntoStanley #brexitfail #brexit,"['thatsanotherfinemessyouvegotmeintostanley', 'brexitfail', 'brexit']"
178,178,178,178,178,178,178,2083673,746345117716471808,31340745,positive,other,2016-06-24T14:11:57.000Z,"Congratulations Britain, Donald Trump is praising you.  #TheWrongSideOfHistory #Brexit #brexitfail","['thewrongsideofhistory', 'brexit', 'brexitfail']"
179,179,179,179,179,179,179,2094526,746350128223621120,1724112205,negative,other,2016-06-24T14:31:51.000Z,"#Misleading.
Scotland voted 62% to remain in the EU.
#EUreferendum #EUref #EU #UKref #Brexit #BrexitFail #democracy https://t.co/Zr1cvqMFgj","['ukref', 'misleading', 'brexit', 'brexitfail', 'democracy', 'eureferendum', 'eu', 'euref']"
180,180,180,180,180,180,180,2246135,746445209307750400,51567772,neutral,leave,2016-06-24T20:49:40.000Z,England the morning after #Brexit #brexitfail #BrexitVote #VEEP #congressmanjonahryan #idliketochangemyvote https://t.co/2FIuHjBFiT,"['veep', 'congressmanjonahryan', 'brexitfail', 'idliketochangemyvote', 'brexit', 'brexitvote']"
181,181,181,181,181,181,181,2337981,746590403365842944,710417146615042048,negative,other,2016-06-25T06:26:37.000Z,33% #VotedLeave 31% #VotedRemain 36% #Didntvote. #apathy is a #killer. #Inaction drives #action ! #ironic ? #brexit #brexitfail,"['votedremain', 'killer', 'ironic', 'brexitfail', 'didntvote', 'action', 'inaction', 'brexit', 'apathy', 'votedleave']"
182,182,182,182,182,182,182,2373215,746635476744966144,25980065,neutral,remain,2016-06-25T09:25:44.000Z,"Don't mention the referendum!

#brexitfail 
#brexit
#WorcestershireHour 

https://t.co/wBuEVWmWO3 https://t.co/BXxKffEeuj","['worcestershirehour', 'brexitfail', 'brexit']"
183,183,183,183,183,183,183,2095055,746350388501168128,485178702,negative,other,2016-06-24T14:32:53.000Z,"Oops, I was joking really, can I have another go?https://t.co/GlWA4elRrI
#brexit #brexitfail #oops #wtfgb","['wtfgb', 'brexitfail', 'oops', 'brexit']"
184,184,184,184,184,184,184,1922423,746278594247286784,914307200,positive,remain,2016-06-24T09:47:36.000Z,#royalhighlandshow carpark signs look like they are trying to explain #Brexit 😏 #EURef #Yes2 #Yellow #brexitfail https://t.co/iB66s5hBdY,"['yellow', 'brexitfail', 'royalhighlandshow', 'brexit', 'yes2', 'euref']"
185,185,185,185,185,185,185,602016,747849672354586624,3439411012,positive,remain,2016-06-28T17:50:30.000Z,"Brexit campaign's biggest donor has lost £400m since the referendum!!  
:) :) :) #brexitfail #altrincham 
https://t.co/ldkfdmMeLY","['altrincham', 'brexitfail']"
186,186,186,186,186,186,186,175697,747152481566720000,3439411012,negative,remain,2016-06-26T19:40:07.000Z,"Brexit leaders backtrack from NHS and immigration pledges and admit there is NO plan..what a mess! 
#BrexitVote #brexitfail #Altrincham","['altrincham', 'brexitfail', 'brexitvote']"
187,187,187,187,187,187,187,1214542,750584770925563904,25773856,neutral,other,2016-07-06T06:58:49.000Z,Norway pays 40% more per capita to access EU trade than UK pays per cap to be in EU! #brexitfail #berxitlies #brexit https://t.co/SdnFaYxuxi,"['berxitlies', 'brexitfail', 'brexit']"
188,188,188,188,188,188,188,810418,748481363288920064,422649891,neutral,remain,2016-06-30T11:40:37.000Z,And so the Brexit political theatrics continue #BorisJohnson #Brexitfail,"['borisjohnson', 'brexitfail']"
189,189,189,189,189,189,189,680307,748062510629163008,26389147,positive,remain,2016-06-29T07:56:15.000Z,Easier to believe your own lies and love your shackles than face the truth. #Brexit #brexitfail #ProjectFear #BoJo #BorisJohnson,"['borisjohnson', 'brexitfail', 'brexit', 'projectfear', 'bojo']"
190,190,190,190,190,190,190,527677,747702578595631104,26389147,negative,remain,2016-06-28T08:06:01.000Z,What did we expect from a man who has been fired twice for lying? https://t.co/WZlib5fo6r #BoJo #BorisJohnson #Brexit #brexitfail #liar,"['borisjohnson', 'brexitfail', 'liar', 'brexit', 'bojo']"
191,191,191,191,191,191,191,1457197,752881602590638080,2824616055,positive,other,2016-07-12T15:05:36.000Z,#DavidCameron #BorisJohnson #MichaelGove &amp; #NigelFarage having a great summer now. Life is great when you smashed everything. #Brexit-fail,"['borisjohnson', 'davidcameron', 'brexitfail', 'michaelgove', 'nigelfarage']"
192,192,192,192,192,192,192,2065944,766904561311354880,3330149057,negative,other,2016-08-20T07:47:50.000Z,"At least 100 Tory MPs desperately want to STOP Brexit, Ken Clarke claims https://t.co/nkFxKyacRX #Brexit #BrexitBritain #brexitfail #bregret","['bregret', 'brexitbritain', 'brexit', 'brexitfail']"
193,193,193,193,193,193,193,1433677,752695414235754496,21637032,positive,other,2016-07-12T02:45:45.000Z,Follow @JenniferJokes for the best tweets #brexit #brex #brexitfail  https://t.co/qKWPgvI05j,"['brex', 'brexitfail', 'brexit']"
194,194,194,194,194,194,194,2033595,765845314590928896,736831979459649408,negative,leave,2016-08-17T09:38:46.000Z,"#Brexit Unlikely Before 2019:

#BrexitBritain #Brexageddon #Brexitfail #UKIP #VoteLeave @TheresaMay2016 

 https://t.co/QB8v2zpx6z","['brexageddon', 'ukip', 'voteleave', 'brexit', 'brexitbritain', 'brexitfail']"
195,195,195,195,195,195,195,2324303,774920082707320832,40218266,positive,remain,2016-09-11T10:38:39.000Z,"Brexiters say they're not racist. But...
@NickCohen4 
#AntiSemitism   
#Brexit #BrexitFail https://t.co/WwomMa35dD","['brexit', 'antisemitism', 'brexitfail']"
196,196,196,196,196,196,196,2254549,772877894507003904,1546756460,positive,other,2016-09-05T19:23:44.000Z,"‘Tough times ahead’ only surviving #Brexit pledge
#G20 #G20summit #BrexitBritain #Brexitfail #brexitmeansbrexit 
https://t.co/3rM0468yhh","['brexit', 'brexitbritain', 'brexitfail', 'g20', 'brexitmeansbrexit', 'g20summit']"
197,197,197,197,197,197,197,485324,747603181761368064,741022250,negative,remain,2016-06-28T01:31:02.000Z,#brexitfail extends all the way to Japan. #Brexit = Fail https://t.co/Xf2pAqYhwB,"['brexit', 'brexitfail']"
198,198,198,198,198,198,198,15947,746773072749993984,20771476,positive,remain,2016-06-25T18:32:29.000Z,"“This is, in some ways, is the best referendum outcome for the Conservative Party, though maybe not for the country.” #Brexit #BrexitFail","['brexit', 'brexitfail']"
199,199,199,199,199,199,199,1783398,757905285709176832,348381353,neutral,other,2016-07-26T11:47:55.000Z,@Nigel_Farage is this why you ran away? #brexitfail #Brexit,"['brexit', 'brexitfail']"
